Date,Open,High,Low,Close,Adj Close,Volume
2011-01-03,110.333336,111.650002,109.300003,109.991669,62.899418,4395696
2011-01-04,110.166664,110.666664,108.341667,108.925003,62.289444,4079952
2011-01-05,109.166664,110.349998,105.166664,105.425003,60.287937,5729160
2011-01-06,106.000000,106.166664,102.258331,103.125000,58.972668,6407970
2011-01-07,103.166664,104.583336,102.500000,102.824997,58.801102,2571684
2011-01-10,103.175003,103.608330,100.175003,100.891663,57.695526,2696724
2011-01-11,100.583336,103.000000,98.833336,101.633331,58.119659,3219444
2011-01-12,101.333336,104.333336,99.016663,103.150002,58.986961,4722144
2011-01-13,103.166664,103.175003,99.099998,99.650002,56.985462,4792404
2011-01-14,99.166664,101.000000,98.000000,98.974998,56.599464,3852432
2011-01-17,102.316666,102.766663,97.191666,97.599998,55.813160,5949708
2011-01-18,98.166664,99.116669,97.216667,98.233330,56.175350,1261248
2011-01-19,98.233330,99.733330,96.849998,97.383331,55.689270,2187984
2011-01-20,97.033333,97.033333,95.400002,95.916664,54.850536,2239800
2011-01-21,95.525002,98.966667,94.191666,98.483330,56.318314,3971562
2011-01-24,98.724998,100.791664,98.491669,100.199997,57.299980,3262872
2011-01-25,100.966667,105.949997,100.416664,105.158333,60.135452,9417522
2011-01-27,105.500000,107.500000,102.733330,106.116669,60.683472,6946782
2011-01-28,106.650002,106.650002,103.366669,105.408333,60.278393,1856544
2011-01-31,103.883331,104.583336,100.500000,102.166664,58.424648,3819744
2011-02-01,100.808334,105.500000,96.008331,96.750000,55.327099,4962600
2011-02-02,97.341667,101.166664,95.166664,98.941666,56.580406,6973338
2011-02-03,98.275002,107.400002,97.000000,99.266663,56.766254,2380728
2011-02-04,98.733330,101.250000,97.516663,98.074997,56.084793,2008296
2011-02-07,99.191666,100.500000,97.516663,99.150002,56.699543,6396408
2011-02-08,100.333336,102.533333,99.241669,99.900002,57.128429,3738000
2011-02-09,99.866669,100.300003,96.016663,97.491669,55.751205,3634932
2011-02-10,97.491669,98.791664,96.341667,97.591667,55.808403,2141976
2011-02-11,97.500000,98.800003,91.216667,97.158333,55.560600,5072082
2011-02-14,96.708336,101.833336,96.708336,100.608330,57.533504,2663436
2011-02-15,101.466667,103.500000,100.000000,100.650002,57.557320,4470546
2011-02-16,101.000000,102.400002,100.158333,100.583336,57.519196,2333634
2011-02-17,100.983330,102.966667,98.666664,102.566666,58.653370,4473672
2011-02-18,102.500000,102.666664,98.349998,98.625000,56.399315,2437644
2011-02-21,98.333336,98.666664,96.125000,98.250000,56.184868,2016234
2011-02-22,96.166664,96.166664,93.375000,95.041664,54.350163,3446988
2011-02-23,93.500000,94.716667,92.858330,93.791664,53.635342,3155094
2011-02-24,92.516663,92.974998,88.224998,89.941666,51.433701,7632516
2011-02-25,91.133331,92.333336,88.400002,89.849998,51.381283,5219364
2011-02-28,90.266663,94.150002,89.699997,92.241669,52.748970,4297698
2011-03-01,93.000000,97.824997,93.000000,97.391663,55.694035,4275078
2011-03-03,94.833336,98.750000,93.541664,95.133331,54.402580,4622232
2011-03-04,97.216667,98.208336,94.533333,96.666664,55.279434,4232202
2011-03-07,93.333336,95.000000,92.166664,92.766663,53.049183,2371884
2011-03-08,93.333336,94.283333,92.550003,93.633331,53.544800,3114264
2011-03-09,94.966667,95.408333,90.500000,91.916664,52.563107,6727086
2011-03-10,90.833336,91.308334,89.683334,90.558334,51.786346,4454574
2011-03-11,91.400002,92.458336,89.708336,90.974998,52.024616,5487966
2011-03-14,91.916664,95.483330,91.866669,95.074997,54.369217,4771104
2011-03-15,94.500000,96.358330,92.933334,95.116669,54.393059,5137236
2011-03-16,96.666664,98.333336,95.550003,96.091667,54.950623,4396320
2011-03-17,94.416664,96.550003,94.416664,95.658333,54.702808,1117764
2011-03-18,93.750000,94.650002,92.500000,93.141663,53.263630,2187360
2011-03-21,93.141663,95.166664,92.183334,93.974998,53.740200,2603220
2011-03-22,93.916664,94.666664,92.983330,94.283333,53.916500,1406664
2011-03-23,93.900002,95.666664,92.866669,95.383331,54.545547,2140536
2011-03-24,95.383331,96.916664,94.533333,96.208336,55.017330,1529682
2011-03-25,96.166664,99.566666,95.208336,98.733330,56.461262,2312214
2011-03-28,99.000000,99.916664,97.166664,98.099998,56.099091,2070660
2011-03-29,98.650002,103.000000,98.366669,102.074997,58.372208,3860256
2011-03-30,102.483330,103.283333,100.958336,102.258331,58.477070,3473880
2011-03-31,101.833336,103.949997,100.508331,101.974998,58.315022,3936216
2011-04-01,100.250000,101.491669,99.541664,100.983330,57.747936,1653738
2011-04-04,99.683334,100.900002,99.183334,99.699997,57.014046,2299272
2011-04-05,99.233330,100.333336,98.783333,99.216667,56.737667,2034654
2011-04-06,99.683334,102.166664,99.466667,100.500000,57.471554,4989126
2011-04-07,100.833336,102.800003,100.508331,102.300003,58.500885,3324390
2011-04-08,101.416664,101.641663,99.349998,100.349998,57.385765,2866950
2011-04-11,98.250000,98.783333,97.691666,97.916664,55.994255,1918890
2011-04-13,98.550003,100.966667,98.550003,100.199997,57.299980,4507128
2011-04-15,99.266663,100.583336,98.416664,99.900002,57.128429,2041800
2011-04-18,99.716667,100.500000,97.500000,98.191666,56.151505,2058894
2011-04-19,98.666664,101.316666,97.583336,100.849998,57.671684,3905082
2011-04-20,101.000000,103.316666,99.875000,102.941666,58.867825,3807366
2011-04-21,101.675003,103.633331,101.466667,103.291664,59.067982,1621860
2011-04-25,102.016663,103.783333,102.016663,103.074997,58.944077,1036548
2011-04-26,104.500000,105.616669,103.666664,105.000000,60.044895,3034938
2011-04-27,104.833336,106.166664,104.516663,105.241669,60.183098,2937450
2011-04-28,105.833336,106.166664,104.500000,105.775002,60.488106,1657860
2011-04-29,106.166664,106.316666,104.233330,104.925003,60.002010,1272300
2011-05-02,105.000000,107.400002,104.366669,105.566666,60.368950,3391416
2011-05-03,106.000000,106.808334,104.199997,104.891663,59.982952,3462162
2011-05-04,105.783333,110.666664,105.208336,109.083336,62.379978,10272522
2011-05-05,110.000000,110.833336,106.841667,107.224998,61.317272,3947958
2011-05-06,109.699997,112.416664,109.199997,111.008331,63.480793,9671448
2011-05-09,111.500000,111.650002,108.349998,109.166664,62.427628,3580290
2011-05-10,110.108330,110.808334,106.224998,108.591667,62.098816,6130218
2011-05-11,108.166664,110.333336,106.666664,109.816666,62.799335,5613858
2011-05-12,109.666664,111.150002,109.525002,110.099998,62.961361,3283644
2011-05-13,111.166664,111.166664,108.224998,110.066666,62.942307,6209154
2011-05-16,112.500000,113.433334,107.491669,108.724998,62.175064,8330118
2011-05-17,109.816666,110.199997,107.058334,107.533333,61.493595,3166962
2011-05-18,107.916664,107.916664,101.750000,103.074997,58.944077,3648420
2011-05-19,104.166664,104.500000,102.500000,102.958336,58.877354,1902378
2011-05-20,103.416664,105.166664,102.841667,104.283333,59.635059,2347614
2011-05-23,104.349998,105.408333,102.000000,104.883331,59.978195,3443850
2011-05-24,104.666664,105.000000,103.033333,103.316666,59.082279,1311546
2011-05-25,103.316666,103.333336,100.016663,100.625000,57.543049,1341462
2011-05-26,100.833336,103.916664,99.166664,102.699997,58.729630,3904632
2011-05-27,103.008331,105.466667,102.875000,104.691666,59.868576,5820582
2011-05-30,105.766663,106.025002,104.000000,104.541664,59.782799,5597562
2011-05-31,105.449997,105.833336,104.616669,105.500000,60.330830,2824878
2011-06-01,104.683334,106.333336,104.341667,105.425003,60.287937,4031910
2011-06-02,104.958336,106.425003,104.283333,104.775002,59.916229,3296148
2011-06-03,105.016663,105.366669,102.883331,103.533333,59.206173,1835382
2011-06-06,103.616669,103.616669,101.666664,102.008331,58.334080,1838808
2011-06-07,102.166664,102.833336,101.366669,102.333336,58.519947,2993268
2011-06-08,102.016663,104.216667,101.675003,104.125000,59.544537,3317982
2011-06-09,103.333336,103.333336,101.849998,102.158333,58.419861,1106868
2011-06-10,101.641663,101.966667,100.616669,100.983330,57.747936,1245012
2011-06-13,101.833336,102.983330,101.191666,102.500000,58.615261,1608642
2011-06-14,103.333336,103.824997,102.666664,102.858330,58.820168,1317084
2011-06-15,103.308334,103.966667,102.166664,103.175003,59.001255,1283814
2011-06-16,103.666664,105.474998,103.516663,104.949997,60.016300,3387054
2011-06-17,105.000000,106.349998,103.366669,105.150002,60.130684,4897824
2011-06-20,105.833336,106.066666,99.699997,104.608330,59.820919,3649098
2011-06-21,103.791664,104.983330,102.583336,103.041664,58.925014,1726254
2011-06-22,103.333336,104.175003,101.858330,102.616669,58.681969,952524
2011-06-23,102.758331,105.708336,101.125000,102.866669,58.824940,4992966
2011-06-24,105.000000,106.891663,104.308334,105.783333,60.492855,10112694
2011-06-27,109.483330,114.449997,109.183334,110.658333,63.280651,19373934
2011-06-28,111.150002,111.608330,108.166664,108.625000,62.117882,3070872
2011-06-29,108.508331,108.883331,106.199997,107.316666,61.369713,3031734
2011-06-30,106.666664,109.508331,105.091667,108.375000,61.974915,6403500
2011-07-01,108.491669,108.500000,106.841667,107.525002,61.488831,1518654
2011-07-04,107.974998,108.533333,106.166664,107.824997,61.660381,1756650
2011-07-05,106.833336,110.416664,106.833336,109.833336,62.808876,4628592
2011-07-06,108.900002,109.000000,107.000000,108.508331,62.051147,1988088
2011-07-07,108.016663,110.900002,108.016663,110.675003,63.290184,2276340
2011-07-08,109.775002,132.816666,108.025002,111.541664,63.785789,7624434
2011-07-11,110.833336,112.491669,110.224998,111.183334,63.580891,1653468
2011-07-12,111.408333,112.991669,110.491669,111.358330,63.680943,2524992
2011-07-13,111.641663,112.316666,110.841667,111.458336,63.738125,3705156
2011-07-14,110.166664,112.316666,110.166664,111.150002,63.561813,1730070
2011-07-15,112.324997,112.816666,111.333336,112.008331,64.052666,2641068
2011-07-18,111.025002,112.483330,111.025002,112.133331,64.124130,1907502
2011-07-19,112.416664,112.783333,111.425003,112.008331,64.052666,1943058
2011-07-20,111.675003,112.000000,110.599998,111.250000,63.619007,1499136
2011-07-21,110.000000,111.108330,109.683334,110.116669,62.970894,1148496
2011-07-22,110.166664,111.891663,109.050003,111.491669,63.757202,2331894
2011-07-25,111.000000,112.666664,111.000000,111.883331,63.981155,1233366
2011-07-26,111.500000,112.466667,109.666664,110.391663,63.128159,2344404
2011-07-27,111.000000,111.000000,109.216667,109.783333,62.780262,794928
2011-07-28,109.891663,110.650002,108.666664,109.066666,62.370449,1561026
2011-07-29,109.983330,110.233330,108.500000,109.641663,62.699249,1207344
2011-08-01,110.183334,110.883331,108.666664,109.216667,62.456226,942630
2011-08-02,108.574997,110.333336,108.574997,109.658333,62.708801,2033622
2011-08-03,109.633331,111.666664,109.500000,110.958336,63.452209,2201160
2011-08-04,111.916664,115.750000,111.758331,114.766663,65.630035,4916118
2011-08-05,114.666664,118.166664,114.333336,117.050003,66.935768,8959194
2011-08-08,117.500000,119.074997,116.333336,117.158333,66.997719,4227408
2011-08-09,117.316666,118.808334,114.433334,115.349998,65.963608,5970030
2011-08-10,115.666664,116.500000,113.324997,115.616669,66.116104,3280314
2011-08-11,115.000000,116.066666,114.433334,114.983330,65.753922,2709228
2011-08-12,114.983330,115.816666,113.683334,115.141663,65.844460,5794080
2011-08-16,113.858330,115.558334,113.599998,114.641663,65.558533,1972218
2011-08-17,114.625000,116.500000,113.625000,114.250000,65.334572,3083244
2011-08-18,114.033333,114.633331,112.333336,113.216667,64.743637,708744
2011-08-19,114.158333,115.666664,113.183334,113.625000,64.977158,3640686
2011-08-22,113.925003,115.708336,113.866669,115.166664,65.858757,2517648
2011-08-23,116.000000,116.250000,114.000000,114.691666,65.587143,1817328
2011-08-24,113.516663,115.633331,113.516663,114.283333,65.353645,1421622
2011-08-25,114.650002,115.566666,113.508331,114.816666,65.658615,3171996
2011-08-26,114.358330,115.466667,109.716667,111.808334,63.938297,1660380
2011-08-29,113.166664,114.566666,112.258331,113.108330,64.681686,1092300
2011-08-30,114.166664,114.175003,111.358330,112.433334,64.295700,2849550
2011-09-02,112.666664,114.566666,111.000000,113.758331,65.053398,3095304
2011-09-05,112.833336,113.483330,110.508331,110.816666,64.698235,1571778
2011-09-06,112.483330,112.933334,111.199997,111.841667,65.296669,2023314
2011-09-07,111.916664,112.875000,110.833336,112.033333,65.408577,1506642
2011-09-08,111.275002,112.966667,110.858330,112.324997,65.578857,1932444
2011-09-09,111.366669,112.141663,109.083336,110.433334,64.474434,2928894
2011-09-12,110.833336,111.916664,108.233330,109.925003,64.177650,1961574
2011-09-13,110.250000,110.474998,108.775002,109.449997,63.900337,865998
2011-09-14,110.000000,111.441666,108.599998,110.066666,64.260368,2158212
2011-09-15,111.666664,112.650002,110.849998,112.233330,65.525345,1621068
2011-09-16,114.333336,114.908333,109.400002,109.933334,64.182541,4537308
2011-09-19,110.783333,111.000000,108.458336,110.608330,64.576614,1628598
2011-09-20,110.833336,111.500000,109.591667,110.833336,64.707977,1038882
2011-09-21,111.333336,111.333336,109.800003,110.558334,64.547417,1226682
2011-09-22,110.625000,112.300003,109.333336,109.891663,64.158188,2265720
2011-09-23,111.166664,111.441666,109.025002,109.558334,63.963596,2529024
2011-09-26,110.000000,110.258331,107.933334,109.783333,64.094940,3390780
2011-09-27,110.008331,110.333336,109.000000,109.658333,64.021973,1711752
2011-09-28,109.766663,109.766663,106.258331,106.641663,62.260754,1543878
2011-09-29,107.500000,111.150002,105.349998,109.433334,63.890598,2804592
2011-09-30,108.099998,110.158333,106.666664,107.966667,63.034321,1464330
2011-10-03,107.991669,115.666664,106.858330,113.258331,66.123787,3190266
2011-10-04,113.208336,114.150002,110.633331,112.333336,65.583710,2799228
2011-10-05,112.000000,112.949997,110.408333,111.616669,65.165306,1982850
2011-10-07,111.641663,112.366669,110.875000,111.541664,65.121513,1163454
2011-10-10,109.433334,112.833336,109.433334,112.058334,65.423164,1131942
2011-10-11,111.175003,113.150002,111.175003,112.533333,65.700478,1622772
2011-10-12,111.641663,113.266663,111.166664,111.983330,65.379364,1475292
2011-10-13,111.666664,112.258331,108.875000,109.083336,63.686264,1373262
2011-10-14,109.250000,110.324997,108.166664,109.241669,63.778702,2375328
2011-10-17,109.074997,109.650002,104.908333,105.408333,61.540680,2365056
2011-10-18,105.333336,107.708336,105.108330,106.991669,62.465103,881916
2011-10-19,107.050003,108.466667,106.258331,108.025002,63.068378,761130
2011-10-20,107.858330,108.166664,105.166664,107.058334,62.504005,907686
2011-10-21,106.683334,108.533333,105.916664,107.408333,62.708355,876540
2011-10-24,106.750000,108.000000,106.750000,107.349998,62.674282,520638
2011-10-25,106.683334,110.808334,105.883331,109.566666,63.968464,3032802
2011-10-28,110.241669,111.516663,105.849998,106.183334,61.993160,5339166
2011-10-31,107.400002,107.400002,102.691666,103.766663,60.582237,5072130
2011-11-01,103.333336,105.250000,102.466667,104.833336,61.204990,2670780
2011-11-02,105.658333,106.375000,104.375000,104.808334,61.190388,1781022
2011-11-03,106.066666,106.066666,104.166664,105.083336,61.350937,1417830
2011-11-04,106.833336,107.000000,103.500000,104.058334,60.752525,2201502
2011-11-08,104.333336,104.333336,100.183334,100.574997,58.718845,2953302
2011-11-09,101.150002,101.150002,94.500000,94.941666,55.429909,5897610
2011-11-11,93.833336,94.166664,90.833336,93.125000,54.369297,5896764
2011-11-14,93.733330,93.733330,91.283333,91.666664,53.517864,1925202
2011-11-15,91.000000,91.166664,88.333336,89.741669,52.394005,2990766
2011-11-16,87.741669,88.250000,84.166664,85.991669,50.204624,4100196
2011-11-17,85.991669,86.300003,83.525002,84.750000,49.479710,2748558
2011-11-18,85.000000,88.316666,84.599998,86.824997,50.691158,5582964
2011-11-21,87.000000,87.891663,82.750000,84.191666,49.153736,3009534
2011-11-22,83.741669,87.783333,82.099998,86.983330,50.783596,3954792
2011-11-23,86.033333,86.033333,82.258331,83.408333,48.696404,3796584
2011-11-24,83.750000,84.991669,81.099998,83.824997,48.939659,5376684
2011-11-25,83.333336,87.000000,81.833336,86.441666,50.467350,3068568
2011-11-28,86.316666,90.300003,85.175003,89.250000,52.106956,3796098
2011-11-29,88.300003,89.958336,87.500000,88.000000,51.377159,2271966
2011-11-30,86.500000,90.433334,86.166664,89.658333,52.345341,3470592
2011-12-01,90.483330,91.566666,87.166664,87.691666,51.197136,3018804
2011-12-02,87.616669,94.400002,86.533333,92.916664,54.247650,6658020
2011-12-05,92.416664,93.691666,91.016663,92.599998,54.062782,2404806
2011-12-07,92.250000,93.291664,90.224998,91.583336,53.469223,4464042
2011-12-08,90.550003,92.974998,89.974998,91.708336,53.542198,2868774
2011-12-09,90.841667,93.150002,90.833336,92.416664,53.955742,3359226
2011-12-12,92.349998,92.625000,90.133331,90.599998,52.895103,1345332
2011-12-13,89.333336,91.300003,88.833336,90.166664,52.642124,2252742
2011-12-14,90.000000,91.099998,84.349998,85.775002,50.078136,5085510
2011-12-15,86.625000,89.166664,86.416664,88.275002,51.537701,4570116
2011-12-16,89.125000,90.416664,86.716667,87.966667,51.357700,4551732
2011-12-19,87.500000,89.416664,86.666664,87.466667,51.065792,1914660
2011-12-20,87.525002,90.166664,82.733330,83.433334,48.710999,4660752
2011-12-21,84.224998,87.500000,83.166664,85.833336,50.112198,2759124
2011-12-22,85.025002,87.791664,84.916664,86.900002,50.734947,2471172
2011-12-23,86.508331,87.974998,83.541664,84.416664,49.285095,3896730
2011-12-26,85.483330,85.750000,83.116669,83.483330,48.740177,3732930
2011-12-27,83.833336,85.050003,83.116669,83.949997,49.012630,1832760
2011-12-28,84.000000,84.000000,81.949997,82.500000,48.166080,2352246
2011-12-29,82.525002,83.491669,79.183334,79.775002,46.575146,5085246
2011-12-30,80.166664,80.775002,78.125000,79.633331,46.492439,3972558
2012-01-02,80.816666,81.166664,79.383331,80.083336,46.755177,3349536
2012-01-03,79.416664,79.416664,77.541664,78.791664,46.001038,5093520
2012-01-04,78.166664,79.091667,76.833336,78.449997,45.801563,6689376
2012-01-05,78.650002,79.000000,76.341667,76.650002,44.750671,3608370
2012-01-06,76.958336,79.916664,76.833336,79.416664,46.365940,6357780
2012-01-07,null,null,null,null,null,null
2012-01-09,78.375000,79.333336,77.500000,78.175003,45.641018,2212680
2012-01-10,78.666664,81.099998,78.425003,80.449997,46.969234,2129322
2012-01-11,81.158333,84.974998,80.858330,84.583336,49.382408,4620966
2012-01-12,84.900002,86.000000,83.349998,85.408333,49.864056,4647936
2012-01-13,86.233330,86.500000,84.349998,84.775002,49.494305,1512474
2012-01-16,84.599998,85.166664,83.041664,84.216667,49.168324,1047492
2012-01-17,84.216667,88.166664,84.216667,87.558334,51.119308,2128476
2012-01-18,86.858330,91.949997,86.858330,89.300003,52.136131,3891198
2012-01-19,89.716667,91.400002,88.616669,90.366669,52.758888,2750400
2012-01-20,89.683334,94.216667,89.683334,93.316666,54.481194,2835024
2012-01-23,92.666664,93.583336,90.250000,90.908333,53.075138,1942236
2012-01-24,90.800003,93.966667,90.216667,92.724998,54.135750,3360840
2012-01-25,93.333336,98.308334,92.983330,96.599998,56.398102,8597796
2012-01-27,97.883331,97.883331,95.224998,96.216667,56.174294,2525988
2012-01-30,95.666664,96.583336,92.066666,94.066666,54.919071,2840346
2012-01-31,95.583336,96.983330,93.533333,95.358330,55.673183,3438792
2012-02-01,95.000000,96.000000,92.791664,93.333336,54.490940,3248016
2012-02-02,94.666664,96.500000,94.108330,95.949997,56.018608,3365820
2012-02-03,96.666664,98.033333,95.408333,95.974998,56.033207,2549946
2012-02-06,96.599998,96.650002,95.175003,95.616669,55.824009,2846778
2012-02-07,95.000000,97.666664,94.250000,94.625000,55.245041,3121482
2012-02-08,94.974998,96.616669,94.125000,96.349998,56.252148,2284218
2012-02-09,96.266663,100.824997,95.675003,99.791664,58.261505,3065310
2012-02-10,101.816666,104.650002,98.433334,99.699997,58.207958,9299706
2012-02-13,99.708336,100.300003,97.666664,98.283333,57.380886,1282602
2012-02-14,99.016663,100.666664,98.333336,99.716667,58.217709,1956966
2012-02-15,99.983330,101.166664,98.883331,100.666664,58.772343,1644126
2012-02-16,99.500000,104.166664,98.683334,103.808334,60.606560,3425862
2012-02-17,103.808334,103.833336,100.891663,103.199997,60.251392,3833928
2012-02-21,102.099998,104.000000,100.708336,102.333336,59.745407,3575772
2012-02-22,102.433334,106.500000,101.716667,103.941666,60.684395,9203676
2012-02-23,103.500000,110.750000,103.349998,109.391663,63.866287,14899614
2012-02-24,110.833336,111.466667,107.708336,109.391663,63.866287,6591732
2012-02-27,110.833336,114.175003,108.550003,109.941666,64.187393,7492962
2012-02-28,110.541664,111.666664,108.000000,108.783333,63.511120,3960084
2012-02-29,109.633331,111.633331,109.199997,110.375000,64.440392,6505788
2012-03-01,110.500000,111.474998,103.750000,109.808334,64.109535,1701072
2012-03-02,110.800003,111.449997,109.691666,110.625000,64.586334,1649700
2012-03-03,null,null,null,null,null,null
2012-03-05,113.500000,113.666664,110.516663,111.016663,64.815002,3715164
2012-03-06,110.833336,113.333336,110.166664,111.458336,65.072868,3321678
2012-03-07,110.400002,111.000000,108.191666,109.891663,64.158188,3738654
2012-03-09,108.833336,111.016663,108.133331,110.716667,64.639862,4335282
2012-03-12,111.833336,111.833336,109.449997,110.500000,64.513367,1816296
2012-03-13,110.550003,112.633331,110.500000,111.208336,64.926910,1810146
2012-03-14,111.333336,114.833336,111.333336,113.608330,66.328102,3247050
2012-03-15,113.366669,113.908333,110.425003,111.233330,64.941505,1869432
2012-03-16,111.333336,113.666664,110.125000,110.708336,64.635002,3692316
